name	map_to
3-aroylthiophenes	ISA26961; ISA76224
2-amino-3-aroylthiophenes	ISA26961; ISA76224
3-aroylfurans	ISA24129; ISA76224
Borinic acid derivatives	ISA22916
Borinic acid esters	ISA22916
Borinic acids	ISA22916
Organoboroxines	ISA38278
Amidoximes	ISA65234
(R)-3-hydroxyacyl CoAs	ISA20060
(S)-3-hydroxyacyl CoAs	ISA20060
3-beta-hydroxy delta-5-steroids	ISA36836
11-beta-hydroxysteroids	ISA35346
11-hydroxysteroids	ISA36841
16-hydroxysteroids	ISA36840
16-alpha-hydroxysteroids	ISA16799
16-beta-hydroxysteroids	ISA17354
3-alpha-hydroxysteroids	ISA36835
3-beta-hydroxysteroids	ISA36836
11-alpha-hydroxysteroids	ISA19129
Delta-11-acyl CoAs	ISA52831
17-hydroxysteroids	ISA36838
17-beta-hydroxysteroids	ISA35343
7-hydroxysteroids	ISA36844
7-alpha-hydroxysteroids	ISA36843
7-beta-hydroxysteroids	ISA35349
12-hydroxysteroids	ISA36845
12-alpha-hydroxysteroids	ISA36846
12-beta-hydroxysteroids	ISA36847
7-oxosteroids	ISA47789
3-oxo-5-alpha-steroids	ISA47788
"1-alpha,2-epoxy-3-oxo-5-alpha-steroids"	ISA47788; ISA32955
"1,2-epoxy-3-oxosteroids"	ISA47788; ISA32955
3-beta-hydroxy-6-oxo-5-alpha-steroids	ISA36836; ISA36883
6-oxosteroids	ISA36883
"5,6-epoxysteroids"	ISA35341; ISA32955
3-beta-hydroxy-delta-7-steroids	ISA36836
3-oxo-4-azasteroids	ISA47788; ISA35726
17-azasteroids and derivatives	ISA35726
(2R)-hydroxy acids and derivatives	ISA52618
(2R)-hydroxy acids	ISA52618
3-oxo-5-beta-steroids	ISA47788
GalNAcb1-4Galb1-4Glc- (Ganglio series)	ISA36520
Glycosphingolipids	ISA24402
"1,2-diacyl-3-O-beta-D-galactosyl-sn-glycerols"	ISA17615
Sulfenyl compounds	ISA33261
Sulfenyl halides	ISA33261; ISA37578
Sulfinyl halides	ISA50096
Monoalkylglycerols	ISA52575
Glycerol vinyl ethers	ISA24353
Alkoxysilanes	ISA47988
Monoalkylsilanols	ISA25713; ISA46890
Dialkylsilanols	ISA25713; ISA46890
Trialkylsilanols	ISA25713; ISA46890
Monoalkylsilanediols	ISA26673
Monoalkylsilanetriols	ISA26674
Dialkylsilanediols	ISA26673
Isocyanide dichlorides	ISA35353; ISA36683
Alkylhalosilanes	ISA25713; ISA37578
Idoso compounds	ISA37142
Idoxy compounds	ISA37142
Tosyl compounds	ISA33552
p-Nitrobenzenesulfonates	ISA53348; ISA35716
p-Methylbenzenesulfonates	ISA53348
Ynolates	ISA73474; ISA36963
N-hydroxyguanidines	ISA24436
N-nitrosated N-hydroxyguanidines	ISA24436; ISA35800
N-arylamides	ISA62733
N-aryl-N-hydroxylamides	ISA24650
Thiosulfonic acids	ISA33552
Alkali metal metavanadates	ISA35479; HP75224
Alkaline earth metal orthovanadates	HP30528; ISA36364
Lanthanide orthovanadates	HP30528; ISA33775
Metalloid orthovanadates	HP30528; ISA33675
Miscellaneous metavanadates	HP75224; ISA24839
Non-metal orthovanadates	HP30528; ISA33675
Non-metal metavanadates	HP75224; ISA33675
Post-transition metal metavanadates	HP75224; ISA24839
Transition metal metavanadates	HP75224; ISA33497
Organic metavanadates	HP75224; ISA24868
N-alkylated hydrazones	ISA38532
N-alkyl sulfonyl hydrazones	ISA38532
Organic Polymers	ISA60027
Polypeptides	ISA15841
Polystyrenes	ISA61642
Polyureas	ISA60029
Polynucleotides	ISA15986
Polycarbamates	ISA60737
Amino oligosaccharides	ISA22483
Acylamino oligosaccharides	ISA63563
Aminosaccharides	ISA28963
Monosaccharide sulfates	ISA24589
Disaccharide sulfates	ISA63353; ISA35724
Oligosaccharide sulfates	ISA37909
Polysaccharide sulfates	ISA37944
Naphthalene sulfonates	ISA36336
Alkanesulfonic acids	ISA47901
"1,1-diunsubstituted alkanesulfonic acids"	ISA47901
"1,1-diunsubstituted alkanesulfonic acids and derivatives"	ISA47901
"Phenyl-1,2,4-triazoles"	ISA35727
"Phenyl-1,2,3-triazoles"	ISA35727
"Phenyl-1,3,4-triazoles"	ISA35727
Pyridyltriazoles	ISA35727
"Pyridyl-1,2,3-triazoles"	ISA35727
"Pyridyl-1,2,4-triazoles"	ISA35727
"Pyridyl-1,3,4-triazoles"	ISA35727
O-glycosides of fatty acids	ISA63299
Wax monoesters	ISA10036
Type 1 wax diesters	ISA10036
Type 2 wax diesters	ISA10036
Wax diesters	ISA10036
"4,5-dioxoaporphines"	ISA24921; HFP35643
Fatty acyl thioesters	ISA51277
"2,3-dienoyl fatty acyl thioesters"	ISA27743
"3,4-dienoyl CoAs"	ISA19573
"2,4-dienoyl CoAs"	ISA19573
"2,5-dienoyl CoAs"	ISA19573
"6,6a-secoaporphines"	ISA22315
Cyclic glycosylpeptides and derivatives	ISA24396; ISA23449
Glycosylpeptides and derivatives	ISA24396
Glyco-alpha-amino-acids	ISA35258
Glycosyl-alpha-amino-acids	ISA35258
Organoarsonous acids	ISA50017
Polyethylene glycols	ISA46793
2-amino-3-benzoylthiophenes	ISA26961
"2-amino-3-aroyl-4,5-alkylthiophenes"	ISA26961
1-diacyl-3-O-beta-D-galactosyl-sn-glycerols	ISA63425
"1,2-diacyl-3-O-beta-D-digalactosyl-sn-glycerols"	ISA63425
1-diacyl-3-O-beta-D-digalactosyl-sn-glycerols	ISA63425
3-o-beta-d-digalactosyl-sn-glycerols	ISA24168
3-o-beta-d-monogalactosyl-sn-glycerols	ISA24168
Phosphatidylinositol dimannosides	ISA60484
Phosphatidylinositol monomannosides	ISA59466
3-thia fatty acids	ISA59643
4-thia fatty acids	ISA59643
N-hydroxyl-alpha-amino acids	ISA33704
"1,2,3-oxadiazoles"	ISA46685
Thienopyridazines	ISA38101; ISA38106
"Thieno[3,4-c]pyridazines"	ISA38101; ISA38106
"Thieno[3,4-d]pyridazines"	ISA38101; ISA38106
"2-aminothieno[3,4-c]pyridazines"	ISA38101; ISA38106
"2-aminothieno[3,4-d]pyridazines"	ISA38101; ISA38106
N-alkylpiperazines	ISA46845
N-methylpiperazines	ISA46920
N-arylpiperazines	ISA46848
30-hydroxysteroids	ISA35350
Pyrazinium compounds	ISA25697
1-aminopyrazinium compounds	ISA25697
2-aminopyrazinium compounds	ISA25697
Steroid acids	ISA47891
Mono-rhamnolipids	ISA33563
Di-rhamnolipids	ISA33563
3-carboxy-20-oxosteroids	ISA36885; ISA47891
3-carboxy steroids	ISA47891
17-carboxy steroids	ISA47891
Azobenzenes	ISA22682
Isodiazenes	ISA35352
"1,2-dithiolanes"	ISA39192
"1,3-dithiolanes"	ISA39192; HPH38079
"1,2-dithiolane-3-carboxylic acids"	ISA39192; ISA33575
"1,2-dithiolane-4-carboxylic acids"	ISA39192; ISA33575
"1,3-dithiolane-2-carboxylic acids"	ISA39192; HPH38079
"1,3-dithiolane-4-carboxylic acids"	ISA39192; HPH38079
Dithiolanecarboxylic acids	ISA38336
"1,2-dithiolanecarboxylic acids"	ISA39192; ISA33575
"1,3-dithiolanecarboxylic acids"	ISA39192; HPH38079
alpha-Mercaptocarboxylic acids	ISA33576
Thiophosphate monoesters	ISA37512
Thiophosphate diesters	ISA37512
Thiophosphate triesters	ISA37512
Organic dithiophosphoric acids and derivatives	ISA37512
Dithiophosphate esters	ISA37512
Dithiophosphate S-esters	ISA37512
"1'-(acyl-sn-glycero-3-phospho),3'-(acyl-sn-glycero-3-phospho)-sn-glycerols"	ISA17517
Glycerophosphoglycerophosphoglycerols	ISA37739
Ceramide-1-phosphates	ISA16197
Phosphonosphingolipids	ISA36695
Phosphosphingolipids	ISA35786
(2'->5')-dinucleotides	ISA75800
(3'->5')-dinucleotides	ISA48637
5'-phospho-(2'->5')-dinucleotides	ISA75800
5'-phospho-(3'->5')-dinucleotides	ISA48638
Sphenolobane diterpenoids	ISA23849
"Amphilectane, neoamphilectane, cycloamphilectane, and adociane diterpenoids"	ISA23849
Cyclohexane sesterterpenes	ISA26660
Stemarane diterpenoids	ISA23849
"Villanovane, atisane, trachylobane or helvifulvane diterpenoids"	ISA23849
Monomethylphosphatidylethanolamines	ISA16038
Dimethylphosphatidylethanolamines	ISA16038
Phosphatidylethanols	ISA37739
2-arylbenzofuran flavonoids	ISA35259
3-arylcoumarin flavonoids	ISA23403
Peltogynoid flavonoids	ISA72544
Isobenzofurans	ISA38831
Isobenzofuranones	ISA55372
1-benzopyrans	ISA38443
2-benzopyrans	ISA38444
Benzothiopyrans	ISA50747
1-benzothiopyrans	ISA38106; ISA27171
2-benzothiopyrans	ISA38106
Angucyclines	ISA48130
Methyl esters	ISA33308
Fatty acid methyl esters	ISA4986
Benzofuran lignans	ISA25036
Cyclobutane lignans	ISA25036
Aryltetrahydronaphthalene lignans	ISA25036
"7,8'-epoxylignans"	ISA25036
"7,9'-epoxylignans"	ISA25036
"7,7'-epoxylignans"	ISA25036
"9,9'-epoxylignans"	ISA25036
Aryltetralin lignans	ISA25036
"9,9p-dihydroxyaryltetralin lignans"	ISA25036
Stemona alkaloids	ISA22315
Croomine-type alkaloids	ISA22315
Stichoneurine-type alkaloids	ISA22315
Protostemonine-type alkaloids	ISA22315
Vallesaman alkaloids	ISA22315
Thiocarbamic acid bromides	ISA33261; ISA37141
Thiocarbamic acid iodides	ISA33261; ISA37142
Thiocarbamic acid fluorides	ISA33261; ISA37143
Thiocarbamic acid chlorides	ISA33261; ISA36683
Dithiocarboxylic acids and derivatives	ISA50492
Dithiocarboxylic acids	ISA35736
Dithiocarboxylic acid amides	ISA50492
Dithiocarboxylic acid esters	ISA50492
S-alkyl-CoAs	ISA62204
S-alkyl-L-cysteines	ISA47915
S-alkyl-L-cysteine S-oxides	ISA22063
S-alkyl thiosulfates	ISA29289
Glycerone and derivatives	ISA24358
O-alkylglycerones	ISA17567
Glycerone phosphates	ISA24356
O-alkylglycerone phosphates	ISA22335
O-acylglycerone-phosphates	ISA22231
N-alkylpyrrolidines	ISA46775
Acyl-L-homoserine lactones	ISA55474
Acyl L-homoserines	ISA55412
Acyl D-homoserines	ISA55415
6-thiopurines	ISA35666
6-alkylaminopurines	ISA35666
Sulfuric acid esters	ISA26819
Alkyl sulfates	ISA29281
Alkyl phosphates	ISA22324
Monoalkyl phosphates	ISA25381
Dialkyl phosphates	ISA16648
Trialkyl phosphates	ISA37562
Alkanesulfinic acids and derivatives	ISA37784
Alkanesulfinic acids	ISA37783
Thiolane-2-thiones	ISA48224; ISA50492
Thiolane-3-thiones	ISA48224; ISA50492
"p-Dioxolo[2,3-g]coumarins"	ISA38104
"p-Dioxolo[2,3-h]coumarins"	ISA38104
"Linear 1,3-diarylpropanoids"	ISA33655
(5'->5')-dinucleotides	ISA47885
N-benzylbenzamides	ISA22702
Coumaronochromenes	ISA38104
Auronols	ISA72576
2'-Hydroxychalcones	ISA23086
2'-Hydroxy-dihydrochalcones	ISA23086
Retrochalcones	ISA23086
2'-OH retrochalcones	ISA23086
"2,3-Cyclopentanoindolines"	ISA38101
Azaphilones	ISA50941
C-cinnamoyl glycosides	ISA20857
O-cinnamoyl glycosides	ISA24400
Cinnamic acid esters	ISA36087
"2,5-disubstituted thiophenes"	ISA26961
"2,3,5-trisubstituted thiophenes"	ISA26961
Benzoxanthenes	ISA38835
Pyranocoumarins	ISA23403
Angular pyranocoumarins	ISA23403
Linear pyranocoumarins	ISA23403
Cyclic ketones	ISA3992
"2,4-diphenylfurans"	ISA24129
"2,5-diphenylfurans"	ISA24129
"3,4-diphenylfurans"	ISA24129
Diphenylfurans	ISA24129
4-carboxy steroids	ISA47891
Pyripyropenes	ISA26658
Rhamnofolane and daphnane diterpenoids	ISA23849
Stilbenolignans	ISA25036
Cinnamylphenols	ISA33853
Benzofuran-2-C-glycosides	ISA35259; ISA20857
Benzofuran-2-O-glycosides	ISA35259; ISA24400
Benzofuran-5-C-glycosides	ISA35259; ISA20857
Benzofuran-5-O-glycosides	ISA35259; ISA24400
3-prenylated flavones	ISA24043
3'-prenylated flavones	ISA24043
6-prenylated flavones	ISA24043
8-prenylated flavones	ISA24043
3-prenylated flavanones	ISA28863
3'-prenylated flavanones	ISA28863
6-prenylated flavanones	ISA28863
8-prenylated flavanones	ISA28863
3-prenylated chalcones	ISA23086
3'-prenylated chalcones	ISA23086
4-prenylated 2-arybenzofurans	ISA35259
3'-prenylated isoflavones	ISA38757
6-prenylated isoflavones	ISA38757
8-prenylated isoflavones	ISA38757
7-prenylated 2-arybenzofurans	ISA35259
4'-prenylated 2-arybenzofurans	ISA35259
2-prenylated xanthones	ISA51149
4-prenylated xanthones	ISA51149
8-prenylated xanthones	ISA51149
Pyranoflavonoids	ISA71037
Pyranoxanthones	ISA71238
"2,2-dimethyl-1-benzopyrans"	ISA38443
"Meta,para-diphenylether diarylheptanoids"	ISA78802
"Meta,meta-bridged biphenyls"	ISA22888
3'-prenylated isoflavanones	ISA38741
6-prenylated isoflavanones	ISA38741
8-prenylated isoflavanones	ISA38741
Rotenones	ISA72581
"Furo[2,3-b]chromones"	ISA23238
Pyranoisoflavonoids	ISA50753
Flavonoid-3-O-glycosides	ISA72544; ISA24400
Flavonoid-3-O-glucuronides	ISA72544; ISA24302
Flavonoid-7-O-glycosides	ISA72544; ISA24400
Flavonoid-7-O-glucuronides	ISA72544; ISA24302
Flavonoid 8-C-glycosides	ISA72544; ISA20857
Dinaphthofurans	ISA38104
"Dinaphtho[2,1-b;2',3'-d]furans"	ISA38104
Gallic acids	ISA36586; HFP30778
Galloyl esters	ISA37576
Flavonoid-8-O-glycosides	ISA72544; ISA24400
Flavonoid-8-O-glucuronides	ISA72544; ISA24302
Furanochalcones	ISA23086
Pyranochromenes	ISA23232
Methyl-branched fatty acids	ISA62499
Himachalane and lippifoliane sesquiterpenoids	ISA26658
Jatropholane and crotopholane diterpenoids	ISA23849
Fusicoccane diterpenoids	ISA23849
Valparane and mulinane diterpenoids	ISA23849
Bicyclogermacrane and isolepidozane sesquiterpenoids	ISA26658
Pachydictyane and cneoruburin diterpenoids	ISA23849
Anthocyanin-3'-O-glycosides	ISA71583
Anthocyanin-4'-O-glycosides	ISA71583
Anthocyanidin 7-O-2-p-coumaroyl glycosides	ISA71583
Anthocyanidin 7-O-6-p-coumaroyl glycosides	ISA71583
Anthocyanidin-7-O-Glycosides	ISA71583
Anthocyanidin 7-O-p-coumaroyl glycosides	ISA71583
19-oxosteroids	ISA38149
17-oxosteroids	ISA19168
Elisabethane diterpenoids	ISA23849
"Elisapterane, elisabane, cumbiane or colombiane diterpenoids"	ISA23849
"Ileabethane, pseudopterane or nor-sandresane diterpenoids"	ISA23849
"5,10-cycloaromadendrane sesquiterpenoids"	ISA26658
Rotundane sesquiterpenoids	ISA26658
Maaliane sesquiterpenoids	ISA26658
Aristolane sesquiterpenoids	ISA26658; HPH35784
Cholestane steroids	ISA50401
Ergostane steroids	ISA50403
Androstane steroids	ISA50402
Pregnane steroids	ISA35341; HPH8386
Estrogens and derivatives	ISA36834
N-substituted N'-hydroxyguanidines	ISA24436
Guanidinoglycosides	ISA24436; ISA21731
"4,5-disubstituted 2-deoxystreptamines"	ISA61800
"4,6-disubstituted 2-deoxystreptamines"	ISA61800
2-deoxystreptamine aminoglycosides	ISA61689
Streptamine aminoglycosides	ISA61689
6-beta-hydroxysteroids	ISA36851
6-hydroxysteroids	ISA36849
2'-prenylated isoflavanones	ISA38741
2'-prenylated isoflavones	ISA38757
Capnellane and isocapnellane sesquiterpenoids	ISA26658
Angular triquinanes	ISA26658
Linear triquinanes	ISA26658
Precapnellane sesquiterpenoids	ISA26658
Propellane triquinanes	ISA26658
Pentalenane and rearranged pentalenane sesquiterpenoids	ISA26658
2'-prenylated flavones	ISA24043
2'-prenylated flavanones	ISA28863
Imidazopyrazines	ISA37847
"Imidazo-[4,5-c]pyridines"	ISA46908
Sulfinyl sulfones	ISA26835; ISA25806
Phenanthro-perylenequinones	ISA35294; ISA36141
Naphthalene sulfonamides	ISA25477; ISA35358
Pyridoazepine alkaloids	ISA22315
1-naphthalene sulfonamides	ISA25477; ISA35358
2-naphthalene sulfonamides	ISA25477; ISA35358
Naphthalene sulfonic acids and derivatives	ISA33552; ISA25477
1-naphthalene sulfonic acids and derivatives	ISA33552; ISA25477
2-naphthalene sulfonic acids and derivatives	ISA33552; ISA25477
1-naphthalene sulfonates	ISA36336
2-naphthalene sulfonates	ISA36336
2-bromoanilines	ISA48975; ISA37141
"1-bromo,2-chlorobenzenes"	ISA23132; ISA37148
Ceramide 2-N-methylaminoethylphosphonates	ISA36695
Ceramide aminoethylphosphonates	ISA36494
Thio-lactosylceramides	ISA24402
1-azafluoranthenes	ISA22315
Organic anions	ISA25696
Organic cations	ISA25697
Organic zwitterions	ISA27369
Inorganic anions	ISA24834
Inorganic cations	ISA36915
Inorganic zwitterions	ISA27369
"1,2-diacyl-sn-glycerol-3(2'-aminoethyl)phosphonates"	ISA37731
"1,2-diacyl-sn-glycerol-3(2'-aminopropyl)phosphonates"	ISA36567
Glycerophosphonolipids	ISA36567
Glycerol-3-phosphonocholines	ISA36567
Glycerol-3-phosphonoethanolamines	ISA36567
"1,2-diacyl-sn-glycerol-3(2'-trimethylaminoethyl)phosphonates"	ISA27980
Glycerophosphonocholines	ISA36567
Carbonyl ylides	ISA51160
"1,2-dithiole-3-ones"	ISA48859
"1,2-dithioles"	ISA38081
"1,3-dithioles"	ISA38081
Enoate esters	ISA51702
Ynoate esters	ISA1743
"Alpha,beta-unsaturated carboxylic esters"	ISA51737
Carbenes	ISA51363
"Organic 1,3-dipolar compounds"	ISA51151
"Allyl-type 1,3-dipolar organic compounds"	ISA51151
"Carbene-type 1,3-dipolar compounds"	ISA51151
"Propargyl-type 1,3-dipolar organic compounds"	ISA51151
Acyl carbenes	ISA51365
Imidoyl carbenes	ISA51366
Vinyl carbenes	ISA51367
Flav-3-enes	ISA47916
3-prenylated flav-3-enes	ISA47916
3-prenylated flavans	ISA38672
4-prenylated flavans	ISA38672
7-prenylated flavans	ISA38672
8-prenylated flavans	ISA38672
3'-prenylated flavans	ISA38672
4'-prenylated flavans	ISA38672
2'-prenylated flavans	ISA38672
6-prenylated flavans	ISA38672
7-prenylated flavanones	ISA28863
4-prenylated flavanones	ISA28863
5-prenylated 2-arybenzofurans	ISA35259
Prenylated neoflavonoids	ISA71971
"3'-hydroxy,4'-methoxyisoflavonoids"	ISA50753
Pyranoneoflavonoids	ISA71971
"1,1'-azonaphthalenes"	ISA48959; ISA25477
Molybdopterin dinucleotides	ISA37146
"Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids"	ISA26658
Alkyl-CoA disulfides	ISA35489
3-MCPD diesters	ISA51307; ISA36683
Sn1-3-MCPD monoesters	ISA36683; ISA35701
Sn2-3-MCPD monoesters	ISA36683; ISA35701
Sn1-2-MCPD monoesters	ISA36683; ISA35701
2-MCPD diesters	ISA51307; ISA36683
Organic phosphoric acid diamides	ISA26079
Dimethoxybenzyl-N-methylpiperazines	ISA46920
"1,2-dihalobenzenes"	ISA50887
"1,3-dihalobenzenes"	ISA50887
"1,4-dihalobenzenes"	ISA50887
"Inorganic 1,3-dipolar compounds"	ISA24835
"Allyl-type 1,3-dipolar inorganic compounds"	ISA24835
"Propargyl-type 1,3-dipolar inorganic compounds"	ISA24835
Aryl ketones	ISA76224
Aryl alkyl ketones	ISA76224
"Alpha,beta-unsaturated ketones"	ISA51721
"b'-hydroxy-alpha,beta-unsaturated ketones"	ISA55380; ISA51689
"Alpha-branched alpha,beta-unsaturated ketones"	ISA51689
Alpha-hydroxyaldehydes	ISA50413
Enol ester epoxides	ISA32955; ISA36586
Alpha-acyloxy carbonyl compounds	ISA36586
Flavonoid 3-O-p-coumaroyl glycosides	ISA47916; ISA24400
Flavonoid 5-O-p-coumaroyl glycosides	ISA47916; ISA24400
Flavonoid 7-O-p-coumaroyl glycosides	ISA47916; ISA24400
Flavonoid 3p-O-p-coumaroyl glycosides	ISA47916; ISA24400
Thioflavones	ISA38106
Thioflavans	ISA38106
"2,5-dioxopiperazines"	ISA46846
Alpha-acyloxy aldehydes	ISA17478
Furanoid lignans	ISA25036
Nitrile oxides	ISA47838
Diazo compounds	ISA39444
Nitrile sulfides	ISA47839
"Pyrido[3,4-c]pyridazines"	ISA27171; ISA38104; ISA38101
Diselenins	ISA25712
"1,2-diselenins"	ISA25712
"1,3-diselenins"	ISA25712
"1,4-diselenins"	ISA25712
Nitrile selenides	ISA47840
Selenanthrenes	ISA25712
"Pyrano[3,4-c]pyridazines"	ISA27171; ISA38104; ISA38101
Tyrosols	ISA33853
Organic thionylimides	ISA48872
Inorganic thionylimides	ISA48872
Oxonium ylides	ISA51162
2-pyranosylbenzoxazoles	ISA51548; ISA21731
2-pyranosylbenzothiazoles	ISA37947; ISA21731
2-ribofuranosylbenzimidazoles	ISA47917
2-pyranosylbenzimidazoles	ISA22715; ISA21731
"Furo[3,2-d]pyrimidine glycosides"	ISA60783; ISA21731
1-pyranosylbenzimidazoles	ISA22715; ISA21731
2-ribofuranosylbenzotriazoles	ISA48912; ISA21731
1-pyranosylbenzotriazoles	ISA48912; ISA21731
2-pyranosylbenzotriazoles	ISA48912; ISA21731
2-ribofuranosylindazoles	ISA38769; ISA21731
1-pyranosylindazoles	ISA38769; ISA21731
2-pyranosylindazoles	ISA38769; ISA21731
1-pyranosylindoles	ISA24828; ISA21731
3-ribofuranosylpyrazoles	ISA26410; ISA21731
"1,2-substituted cyclopentyl purine nucleosides"	ISA26401; ISA60783
"1,3-substituted cyclopentyl purine nucleosides"	ISA26401; ISA60783
"1,2-substituted cyclopentyl pyrimidine nucleosides"	ISA39447; ISA60783
"1,3-substituted cyclopentyl pyrimidine nucleosides"	ISA39447; ISA60783
Cyclopropyl purine nucleosides	ISA26401; ISA60783
Cyclopropyl pyrimidine nucleosides	ISA39447; ISA60783
Cyclobutyl nucleosides	ISA60783
Phosphonated cyclopentyl nucleosides	ISA60783
"Acyclic 2,4-diaminopyrimidine nucleoside phosphonates"	ISA39447; ISA60783
Acyclic purine nucleoside phosphonates	ISA26401; ISA60783
Phosphonated cyclopropyl purine nucleosides	ISA26401; ISA60783
Phosphonated cyclopropyl pyrimidine nucleosides	ISA39447; ISA60783
"1,2-substituted phosphonated cyclopentyl purine nucleosides"	ISA26401; ISA60783
"1,2-substituted phosphonated cyclopentyl pyrimidine nucleosides"	ISA39447; ISA60783
"1,3-substituted phosphonated cyclopentyl purine nucleosides"	ISA26401; ISA60783
"1,3-substituted phosphonated cyclopentyl pyrimidine nucleosides"	ISA39447; ISA60783
"Phosphonated 2'-oxa,3'-aza purine nucleosides"	ISA61120
"Phosphonated 2'-oxa,3'-aza pyrimidine nucleosides"	ISA61120
C2-linked imidazole ribonucleosides and ribonucleotides	ISA24780; ISA20857
C4-linked imidazole ribonucleosides and ribonucleotides	ISA24780; ISA20857
Nucleoside and nucleotide analogues	ISA63299; ISA61120
Cyclopentyl nucleosides	ISA61120
"1,2-substituted cyclopentyl nucleosides"	ISA61120
"1,3-substituted cyclopentyl nucleosides"	ISA61120
Cyclopropyl nucleosides	ISA61120
"1,2-substituted phosphonated cyclopentyl nucleosides"	ISA61120
"1,3-substituted phosphonated cyclopentyl nucleosides"	ISA61120
Phosphonated cyclopropyl nucleosides	ISA61120
"Pyrano[3,2-d]pyrimidine glycosides"	ISA60783
3'-thia pyrimidine nucleosides	ISA61120
"Furo[3,4-d]pyrimidine glycosides"	ISA60783; ISA46910
"Thieno[2,3-d]pyrimidine glycosides"	ISA60783
"v-triazolo[4,5-d]pyrimidine glycosides"	ISA60783; ISA27091
"Pyrazolo[3,4-d]pyrimidine glycosides"	ISA60783; ISA38669
